comments_count	country_code	created_at	creator_subscriptions	followers_count	followings_count	full_name	id	kind	likes_count	playlist_likes_count	verified	playlist_count	reposts_count	track_count	username	badges
50	None	2020-12-25T12:52:43Z	[{'product': {'id': 'free'}}]	369	0	Nguyễn Như Ý	925084282	user	2	0	False	0	None	2	SoYa	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2019-10-08T16:50:11Z	[{'product': {'id': 'free'}}]	620	9	江✿	713805112	user	0	0	False	1	None	28	JIANG	{'pro': False, 'pro_unlimited': False, 'verified': False}
377	None	2015-03-31T11:16:44Z	[{'product': {'id': 'creator-pro-unlimited'}}]	352084	948	DJ TiLo	145920957	user	396	2	True	2	None	210	DJ TiLo	{'pro': False, 'pro_unlimited': True, 'verified': True}
859	None	2014-04-19T03:06:43Z	[{'product': {'id': 'free'}}]	37518	1562	Dj/Producers Team	90191501	user	972	32	True	7	None	41	MUSIC DOCTOR Record	{'pro': False, 'pro_unlimited': False, 'verified': True}
644	VN	2015-12-30T16:01:04Z	[{'product': {'id': 'creator-pro-unlimited'}}]	29768	618	Nguyen Xuan Phuc	196453381	user	668	18	True	1	None	29	I'm SAN	{'pro': False, 'pro_unlimited': True, 'verified': True}
1168	None	2016-02-10T14:48:44Z	[{'product': {'id': 'free'}}]	2307	578		205261099	user	620	0	False	1	None	1	0942400573	{'pro': False, 'pro_unlimited': False, 'verified': False}
32	VN	2020-05-08T06:26:01Z	[{'product': {'id': 'free'}}]	1183	21	Monaco Quyền	820695871	user	58	0	False	0	None	31	Quyền Monaco 2	{'pro': False, 'pro_unlimited': False, 'verified': False}
466	VN	2012-09-14T13:34:42Z	[{'product': {'id': 'free'}}]	24533	763	LÊ HÒA	24128863	user	301	3	False	1	None	60	Bum Pro.D	{'pro': False, 'pro_unlimited': False, 'verified': False}
938	VN	2014-06-09T00:47:23Z	[{'product': {'id': 'creator-pro-unlimited'}}]	28630	809	Huy Do	98970684	user	2813	67	True	5	None	59	Huydx	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	None	2019-06-03T14:41:11Z	[{'product': {'id': 'free'}}]	9132	1		646119912	user	13	0	False	0	None	3	minhtri88883	{'pro': False, 'pro_unlimited': False, 'verified': False}
228	None	2017-11-02T14:40:46Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4598	110		341849830	user	201	2	False	1	None	14	GUANG	{'pro': False, 'pro_unlimited': True, 'verified': False}
1	None	2020-06-08T03:01:44Z	[{'product': {'id': 'free'}}]	14796	4	Bao Teng	835652932	user	2	0	False	0	None	5	BAO TENG	{'pro': False, 'pro_unlimited': False, 'verified': False}
262	VN	2015-12-20T13:42:25Z	[{'product': {'id': 'free'}}]	131422	602	Chuối Tây	194165699	user	72	1	True	1	None	80	BANANA ✪	{'pro': False, 'pro_unlimited': False, 'verified': True}
218	None	2011-12-12T00:19:51Z	[{'product': {'id': 'creator-pro-unlimited'}}]	80401	546	DJ / Producer	9709736	user	246	32	True	30	None	36	Bác sĩ Hải	{'pro': False, 'pro_unlimited': True, 'verified': True}
21	None	2019-04-07T13:34:10Z	[{'product': {'id': 'free'}}]	25355	3	FB Nguyễn Gia Bảo	617637141	user	18	1	False	0	None	2	BAO TENG	{'pro': False, 'pro_unlimited': False, 'verified': False}
1456	VN	2015-01-03T23:13:57Z	[{'product': {'id': 'creator-pro-unlimited'}}]	54192	1421	Tô Đình Hoàng Giang	131193779	user	545	2	True	4	None	10	Giang To	{'pro': False, 'pro_unlimited': True, 'verified': True}
21	VN	2020-11-04T08:52:35Z	[{'product': {'id': 'creator-pro-unlimited'}}]	14501	38	Hoang Duong	902784553	user	12	1	True	3	None	18	JuongB	{'pro': False, 'pro_unlimited': True, 'verified': True}
133	VN	2015-11-17T02:48:03Z	[{'product': {'id': 'free'}}]	10988	519		187249917	user	208	0	False	0	None	2	D&D Production	{'pro': False, 'pro_unlimited': False, 'verified': False}
17	VN	2021-06-05T15:00:15Z	[{'product': {'id': 'free'}}]	388	19	Nguyen Tuan Anh	993452863	user	76	0	False	0	None	7	vẫn là RIX nhưng nick phụ	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2018-11-24T08:40:42Z	[{'product': {'id': 'free'}}]	15	21	Hai Do Ngoc	545002989	user	66	4	False	2	None	1	Hai Do Ngoc	{'pro': False, 'pro_unlimited': False, 'verified': False}
1349	None	2017-06-19T13:00:01Z	[{'product': {'id': 'free'}}]	8494	315	Tuấn TrinXu	314258823	user	2084	4	False	0	None	31	Tuấn TrinXu ✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2020-12-19T13:13:22Z	[{'product': {'id': 'free'}}]	58	0	Anh Milano Entertainment	922412833	user	29	0	False	0	None	4	Long Tu 0828444429	{'pro': False, 'pro_unlimited': False, 'verified': False}
538	VN	2018-03-29T01:45:36Z	[{'product': {'id': 'creator-pro-unlimited'}}]	40731	28	TCT Production	424967571	user	392	2	False	1	None	202	DJ TCT MUSIC - 0971345286	{'pro': False, 'pro_unlimited': True, 'verified': False}
522	None	2015-05-03T19:04:34Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4184	535		151077851	user	1847	27	False	8	None	8	Gherardo Fabrizio	{'pro': False, 'pro_unlimited': True, 'verified': False}
222	VN	2018-01-23T15:37:51Z	[{'product': {'id': 'creator-pro-unlimited'}}]	11846	150	Đỗ Trường Khuê	387744401	user	161	0	False	0	None	49	TK	{'pro': False, 'pro_unlimited': True, 'verified': False}
6	VN	2019-05-06T16:46:16Z	[{'product': {'id': 'free'}}]	704	18	Tien Dang Minh	632480367	user	50	2	False	0	None	10	🛸D Empty🛸	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	GB	2011-03-04T17:27:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	36934	2	Bruno Major	3475253	user	0	0	True	6	None	45	Bruno Major	{'pro': False, 'pro_unlimited': True, 'verified': True}
19	None	2014-01-16T13:39:23Z	[{'product': {'id': 'free'}}]	132	17		75441938	user	139	2	False	0	None	3	Trí Nam Professional	{'pro': False, 'pro_unlimited': False, 'verified': False}
21	None	2015-01-15T20:51:51Z	[{'product': {'id': 'free'}}]	241	1	To Tuong	133250544	user	48	0	False	6	None	26	Ken	{'pro': False, 'pro_unlimited': False, 'verified': False}
56	VN	2018-12-27T17:25:52Z	[{'product': {'id': 'free'}}]	783	72	Nguyễn Hoàng Tuấn	562195746	user	7	0	False	0	None	16	Shino	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2012-02-16T04:51:56Z	[{'product': {'id': 'creator-pro-unlimited'}}]	301089	2		12166738	user	2	0	True	15	None	159	SoMo	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	None	2017-02-26T03:50:11Z	[{'product': {'id': 'free'}}]	265	12	Phong Nguyễn	291496385	user	97	3	False	1	None	13	Phong Hải Nguyễn	{'pro': False, 'pro_unlimited': False, 'verified': False}
299	VN	2015-03-08T16:15:46Z	[{'product': {'id': 'creator-pro-unlimited'}}]	92365	154	Hoàng Long	142223467	user	503	5	False	3	None	47	MCK	{'pro': False, 'pro_unlimited': True, 'verified': False}
2	US	2012-02-03T06:15:20Z	[{'product': {'id': 'free'}}]	119760	24	Binz Le	11577043	user	37	0	False	0	None	41	Binz Da Poet	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2018-02-28T17:40:11Z	[{'product': {'id': 'free'}}]	4911	1	We Dream	407644425	user	99	2	False	0	None	21	WD.E	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2020-02-25T06:41:08Z	[{'product': {'id': 'free'}}]	164	0	Nana	785546158	user	31	1	False	1	None	26	Nana	{'pro': False, 'pro_unlimited': False, 'verified': False}
10	VN	2019-09-03T05:47:56Z	[{'product': {'id': 'free'}}]	396	0	KemMix TV	694755356	user	16	1	False	1	None	15	KemMix TV	{'pro': False, 'pro_unlimited': False, 'verified': False}
8	None	2017-03-20T09:52:43Z	[{'product': {'id': 'free'}}]	2854	17	imdannokay	296468267	user	39	0	False	0	None	13	BVNG	{'pro': False, 'pro_unlimited': False, 'verified': False}
4	None	2017-06-21T11:21:08Z	[{'product': {'id': 'free'}}]	98	0	Nguyen Ngo Dai Phuc	314645051	user	12	2	False	0	None	4	Tarlish Official	{'pro': False, 'pro_unlimited': False, 'verified': False}
8	None	2013-09-26T04:06:05Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1671	4	Đỗ Phúc	59684194	user	31	0	False	1	None	36	Đỗ Nguyên Phúc	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	VN	2021-06-10T08:45:06Z	[{'product': {'id': 'free'}}]	434	0	Music Producer	995461315	user	49	1	False	1	None	44	Zeaplee	{'pro': False, 'pro_unlimited': False, 'verified': False}
164	VN	2018-09-30T13:09:58Z	[{'product': {'id': 'free'}}]	5312	0	thái anh	516521454	user	101	7	False	1	None	11	chou1711	{'pro': False, 'pro_unlimited': False, 'verified': False}
37	None	2012-10-28T05:11:52Z	[{'product': {'id': 'creator-pro-unlimited'}}]	13854	446		27076963	user	926	8	False	3	None	33	itsnk	{'pro': False, 'pro_unlimited': True, 'verified': False}
120	VN	2013-04-19T03:09:02Z	[{'product': {'id': 'creator-pro-unlimited'}}]	23688	220	Pham Nguyen Duc Anh	42255333	user	363	6	True	5	None	98	CM1X	{'pro': False, 'pro_unlimited': True, 'verified': True}
12	VN	2018-12-16T16:30:16Z	[{'product': {'id': 'free'}}]	5037	2		556423770	user	11	0	False	0	None	34	It's Huy	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	VN	2017-01-11T09:01:32Z	[{'product': {'id': 'free'}}]	2009	3	Uyển My	281723713	user	44	0	False	0	None	54	UMIE ✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2013-11-28T03:44:26Z	[{'product': {'id': 'creator-pro-unlimited'}}]	12127	0		68282214	user	1	0	True	0	None	58	NVM	{'pro': False, 'pro_unlimited': True, 'verified': True}
3	VN	2020-10-01T05:42:53Z	[{'product': {'id': 'free'}}]	117	6	Anh Lực Phan	888268453	user	201	1	False	0	None	9	lillook'🍜	{'pro': False, 'pro_unlimited': False, 'verified': False}
255	VN	2016-11-22T11:24:19Z	[{'product': {'id': 'free'}}]	1984	76		269965022	user	160	1	False	1	None	25	VT LOCO	{'pro': False, 'pro_unlimited': False, 'verified': False}
17	None	2014-11-19T07:19:03Z	[{'product': {'id': 'free'}}]	26687	117	nanangx	123680998	user	539	18	False	2	None	4	nân.	{'pro': False, 'pro_unlimited': False, 'verified': False}
179	VN	2016-09-25T17:33:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2502	182		257250684	user	438	1	False	1	None	31	WANSENTAI	{'pro': False, 'pro_unlimited': True, 'verified': False}
22	VN	2011-12-24T11:00:35Z	[{'product': {'id': 'free'}}]	117	137	Lộc Phạm	10093126	user	172	5	False	0	None	8	V.I	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2018-07-27T07:27:50Z	[{'product': {'id': 'free'}}]	1518	8	Thiên Ân	484027281	user	68	1	False	0	None	1	LOFI VIET NAM	{'pro': False, 'pro_unlimited': False, 'verified': False}
11	US	2015-10-28T18:50:16Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2287	112	Rude Boy	183394860	user	43	0	False	0	None	22	Rude Boy	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	VN	2016-06-06T23:31:30Z	[{'product': {'id': 'free'}}]	511	1	Twelfth Nov	232146698	user	3	0	False	0	None	13	TN✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	VN	2018-09-30T05:01:00Z	[{'product': {'id': 'free'}}]	202	15		516394602	user	81	0	False	0	None	24	nq truonq	{'pro': False, 'pro_unlimited': False, 'verified': False}
10	None	2020-04-04T19:16:37Z	[{'product': {'id': 'free'}}]	7400	0		804547711	user	65	2	False	2	None	48	TikTokTunes	{'pro': False, 'pro_unlimited': False, 'verified': False}
12	VN	2015-04-09T02:54:50Z	[{'product': {'id': 'free'}}]	18075	32		147298005	user	59	4	False	0	None	10	vovanduckhung	{'pro': False, 'pro_unlimited': False, 'verified': False}
22	VN	2018-04-07T13:34:39Z	[{'product': {'id': 'free'}}]	671	2	Duc Do	429624684	user	27	0	False	0	None	10	ᶜ ᴴ ᵁ ᴺ	{'pro': False, 'pro_unlimited': False, 'verified': False}
952	VN	2016-04-15T22:45:09Z	[{'product': {'id': 'creator-pro-unlimited'}}]	24114	40	Pi7 Remix	219847387	user	507	0	True	0	None	29	Pi Seven	{'pro': False, 'pro_unlimited': True, 'verified': True}
6	VN	2020-10-27T20:31:49Z	[{'product': {'id': 'free'}}]	21490	30	Mất Xác FC Recording	899386249	user	195	1	False	10	None	372	HpvTV - DJ Mất Xác ✔️	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-05-18T12:53:55Z	[{'product': {'id': 'free'}}]	22	0		986324566	user	0	0	False	1	None	5	Dyna	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2020-11-27T20:56:08Z	[{'product': {'id': 'free'}}]	320	4	Quốc Thịnh	912963394	user	2	0	False	0	None	3	Quốc Thịnh	{'pro': False, 'pro_unlimited': False, 'verified': False}
531	VN	2020-10-31T11:40:48Z	[{'product': {'id': 'creator-pro-unlimited'}}]	16666	114	DJ/Producer Đạt NinetyEight - DJ/MC Billy	901100017	user	460	3	True	3	None	43	Double TĐ Official	{'pro': False, 'pro_unlimited': True, 'verified': True}
2	VN	2020-04-20T03:08:56Z	[{'product': {'id': 'free'}}]	1399	2	Thành Boo Music	812367514	user	17	0	False	0	None	11	DJ Jerdy5K Muzik	{'pro': False, 'pro_unlimited': False, 'verified': False}
609	None	2015-04-11T12:01:05Z	[{'product': {'id': 'free'}}]	6858	340	Quang Cuong	147654658	user	393	0	False	1	None	21	Dj ChiaoC	{'pro': False, 'pro_unlimited': False, 'verified': False}
16	None	2021-07-27T17:22:39Z	[{'product': {'id': 'free'}}]	4293	0	Team Shrimpp	1012624186	user	39	0	False	0	None	33	Shrimpp Music Team	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	None	2019-09-03T08:48:16Z	[{'product': {'id': 'free'}}]	2971	13	Remix vn	694800959	user	4	0	False	0	None	2	Remix vn	{'pro': False, 'pro_unlimited': False, 'verified': False}
15	VN	2014-03-21T13:12:17Z	[{'product': {'id': 'free'}}]	119	23	Minh Min	85640576	user	44	2	False	0	None	3	DJ 2Min	{'pro': False, 'pro_unlimited': False, 'verified': False}
57	None	2021-02-20T16:58:27Z	[{'product': {'id': 'free'}}]	6996	9	Phạm Phúc	950693485	user	28	0	False	0	None	13	NaTra ✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-05-16T04:29:27Z	[{'product': {'id': 'free'}}]	3027	0	Nhi Dương	227251721	user	3	0	False	0	None	2	Dương Nhi	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-03-28T15:38:07Z	[{'product': {'id': 'free'}}]	906	15	DJ TiLo	145474804	user	116	1	False	0	None	2	DJ TiLo	{'pro': False, 'pro_unlimited': False, 'verified': False}
377	VN	2019-03-20T14:32:27Z	[{'product': {'id': 'free'}}]	7967	4	Pham Cong Nguyen	607724859	user	27	0	False	0	None	2	I'm Soi Dolce ✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
24	VN	2013-05-29T16:00:45Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6977	133	Anh Minh	46270727	user	14	0	False	1	None	20	M.anh	{'pro': False, 'pro_unlimited': True, 'verified': False}
2004	VN	2019-05-16T11:27:54Z	[{'product': {'id': 'creator-pro-unlimited'}}]	13764	970	Chivas Níck Phụ Tiến	637173033	user	1288	16	False	2	None	43	I'M TIẾN CHIVAS ( CHÍNH CHỦ )	{'pro': False, 'pro_unlimited': True, 'verified': False}
2	None	2020-07-11T19:53:28Z	[{'product': {'id': 'free'}}]	2692	0	tuấn Sửu nhi	851573998	user	3	0	False	0	None	9	tuấn Sửu nhi	{'pro': False, 'pro_unlimited': False, 'verified': False}
48	VN	2013-05-26T11:14:25Z	[{'product': {'id': 'free'}}]	2522	98	Quý Flow	45906751	user	58	1	False	0	None	2	Nhạc Thấm Tv	{'pro': False, 'pro_unlimited': False, 'verified': False}
22	VN	2021-07-31T16:40:46Z	[{'product': {'id': 'free'}}]	88	0		1014039880	user	48	0	False	0	None	1	✈️ Sang Gà✈️	{'pro': False, 'pro_unlimited': False, 'verified': False}
1629	VN	2012-08-29T15:50:33Z	[{'product': {'id': 'creator-pro'}}]	104953	11	Linh Ku	23103849	user	971	10	True	2	None	36	LINH KU ✪	{'pro': True, 'pro_unlimited': False, 'verified': True}
229	VN	2014-05-16T06:51:30Z	[{'product': {'id': 'free'}}]	3190	124	Pham Ngoc Thanh Loc	94860920	user	2185	66	False	5	None	22	LOFEAR	{'pro': False, 'pro_unlimited': False, 'verified': False}
23	None	2017-07-05T14:23:43Z	[{'product': {'id': 'free'}}]	9457	45	Nhạc DJ	317722766	user	20	0	False	0	None	2	Nhạc DJ	{'pro': False, 'pro_unlimited': False, 'verified': False}
229	None	2010-04-29T05:22:10Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1266	654		933940	user	560	4	False	8	None	59	ED SPACE	{'pro': False, 'pro_unlimited': True, 'verified': False}
109	VN	2012-07-04T19:22:24Z	[{'product': {'id': 'creator-pro'}}]	22853	105	Long Ngo	19745190	user	125	1	True	1	None	49	Danielmastro	{'pro': True, 'pro_unlimited': False, 'verified': True}
2819	VN	2017-05-30T16:09:09Z	[{'product': {'id': 'free'}}]	7600	462	Thanh Ha	310391368	user	2465	0	False	0	None	13	Tuấn Min	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	KZ	2018-07-20T12:34:05Z	[{'product': {'id': 'free'}}]	11	2	John Geegee	480794802	user	20	0	False	2	None	5	Typical69	{'pro': False, 'pro_unlimited': False, 'verified': False}
31	US	2012-09-17T19:10:10Z	[{'product': {'id': 'free'}}]	4312	46		24341539	user	46	10	False	6	None	45	The Rare Occasions	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	None	2013-11-12T02:06:31Z	[{'product': {'id': 'free'}}]	534	5	Paulo Henrique	66066291	user	31	3	False	0	None	7	Paulo Henrique 728	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-02-15T13:44:56Z	[{'product': {'id': 'creator-pro'}}]	11385	37		12130443	user	98	0	True	7	None	57	matt maltese	{'pro': True, 'pro_unlimited': False, 'verified': True}
437	IT	2019-12-28T02:03:58Z	[{'product': {'id': 'free'}}]	2358	57	vndergeass	756198364	user	837	10	False	1	None	52	unDer	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2020-02-18T22:09:46Z	[{'product': {'id': 'free'}}]	1753	20		782819668	user	20	1	False	1	None	9	TELEVISION BLONDE	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	None	2012-07-12T20:46:18Z	[{'product': {'id': 'creator-pro-unlimited'}}]	187086	2		20172471	user	0	1	True	33	None	542	League of Legends	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2014-08-03T03:02:57Z	[{'product': {'id': 'free'}}]	4	7	khiem nguyen	107316827	user	5	0	False	1	None	5	EricNTK	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2018-08-09T21:37:33Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4405	7	EverbodyLoves AnOutlaw	491063079	user	2	0	False	1	None	9	Everybody Loves An Outlaw	{'pro': False, 'pro_unlimited': True, 'verified': False}
1	None	2015-12-23T13:08:55Z	[{'product': {'id': 'free'}}]	18022	4		194783143	user	36	1	False	0	None	10	L2ShareBTS	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2013-06-08T03:12:23Z	[{'product': {'id': 'free'}}]	1617	25	Buc Tuong	47324581	user	52	8	False	4	None	20	BucTuong	{'pro': False, 'pro_unlimited': False, 'verified': False}
17	AU	2014-07-13T13:02:00Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5133	268	MI WE	104404803	user	405	18	False	0	None	16	tyoow	{'pro': False, 'pro_unlimited': True, 'verified': False}
4	US	2019-04-04T15:23:17Z	[{'product': {'id': 'free'}}]	324	3	Chip man	615977529	user	33	1	False	0	None	4	zerofishy	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	VN	2015-06-24T06:44:09Z	[{'product': {'id': 'free'}}]	7285	46		159581990	user	17	0	False	0	None	10	The Flob	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	US	2010-01-21T15:59:49Z	[{'product': {'id': 'creator-pro-unlimited'}}]	407582	87		546206	user	283	24	True	221	None	2073	Atlantic Records	{'pro': False, 'pro_unlimited': True, 'verified': True}
24	None	2015-09-06T06:37:59Z	[{'product': {'id': 'free'}}]	166	19	lauryn rhodes	172802903	user	12	0	False	7	None	3	lauryn	{'pro': False, 'pro_unlimited': False, 'verified': False}
36	None	2012-05-15T07:32:21Z	[{'product': {'id': 'free'}}]	2030	28		16934213	user	523	18	False	3	None	67	AminAshkan	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2012-07-04T02:14:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	217620	2		19710656	user	0	0	True	12	None	52	Cigarettes After Sex	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	TH	2011-07-25T17:20:27Z	[{'product': {'id': 'free'}}]	448	47	charice K. chrn	6211288	user	600	14	False	3	None	28	chrn	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2015-12-05T01:55:00Z	[{'product': {'id': 'free'}}]	1597	8		191056118	user	199	3	False	0	None	14	ᥴꪗ᥇ꪮ᥅ᧁ	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	GB	2010-11-26T14:57:55Z	[{'product': {'id': 'free'}}]	2113	0	Father Christmas	2248382	user	0	0	False	1	None	14	Father Christmas Official	{'pro': False, 'pro_unlimited': False, 'verified': False}
23	US	2016-02-15T21:10:28Z	[{'product': {'id': 'free'}}]	528	425		206332992	user	1443	33	False	3	None	28	Needle	{'pro': False, 'pro_unlimited': False, 'verified': False}
34	None	2015-12-23T17:58:44Z	[{'product': {'id': 'free'}}]	196	10	michell leon	194841054	user	517	11	False	5	None	6	michell leon	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2017-08-31T05:53:38Z	[{'product': {'id': 'free'}}]	1567	4		329405687	user	176	11	False	0	None	9	CR	{'pro': False, 'pro_unlimited': False, 'verified': False}
74	None	2015-01-03T04:38:04Z	[{'product': {'id': 'free'}}]	1084	464		131061679	user	2527	27	False	37	None	24	ash	{'pro': False, 'pro_unlimited': False, 'verified': False}
